date,shards-total,shards-successful,shards-failed,total-store,chunks-latest,chunks,coordinates-latest,coordinates,meta
2019-02-17T14:10:26.129Z,50,25,0,287861040,1715177,113401089,257099,172480862,6813
2019-02-17T14:15:26.318Z,50,25,0,270700857,1627394,100920244,257095,167889311,6813
2019-02-17T14:20:26.303Z,50,25,0,255885733,1573126,85674175,257100,168374519,6813
2019-02-17T14:25:26.315Z,50,25,0,260890381,1570594,85962195,257102,173093677,6813
2019-02-17T14:30:26.310Z,50,25,0,270237068,1716680,98853184,257103,169403288,6813
2019-02-17T14:35:26.467Z,50,25,0,265722472,1518731,86448277,263079,177485572,6813
2019-02-17T14:40:26.406Z,50,25,0,267577874,1485635,86760725,263468,179061233,6813
2019-02-17T14:45:26.308Z,50,25,0,263278009,1560562,87031644,263469,174415521,6813
2019-02-17T14:50:26.386Z,50,25,0,266524182,1501298,87251403,263083,177501585,6813
2019-02-17T14:55:26.274Z,50,25,0,267168625,1495509,87609408,257103,177799792,6813
2019-02-17T15:00:26.365Z,50,25,0,269825372,1480296,87794735,266880,180276648,6813
2019-02-17T15:05:26.162Z,50,25,0,311939065,1548980,121708922,269357,188404993,6813
2019-02-17T15:10:26.234Z,50,25,0,270017068,1592174,88368175,268121,179781785,6813
2019-02-17T15:15:26.301Z,50,25,0,278069423,1493483,88577700,257094,187734333,6813
2019-02-17T15:20:26.176Z,50,25,0,314158524,1590136,137576440,257097,174728038,6813
2019-02-17T15:25:26.182Z,50,25,0,277344309,1554535,89217603,269440,186295918,6813
2019-02-17T15:30:26.250Z,50,25,0,319613323,1704721,123903545,268679,193729565,6813
2019-02-17T15:35:26.500Z,50,25,0,297904627,1496609,114902761,265416,181233028,6813
2019-02-17T15:40:26.266Z,50,25,0,283543359,1598983,89922199,257101,191758263,6813
2019-02-17T15:45:26.286Z,50,25,0,274794205,1676896,90327609,257109,182525778,6813
2019-02-17T15:50:26.313Z,50,25,0,280578552,1557673,90471768,257108,188285190,6813
2019-02-17T15:55:26.375Z,50,25,0,291845627,1525223,90761268,257099,199295224,6813
2019-02-17T16:00:26.369Z,50,25,0,299753056,1508981,118984659,268586,178984017,6813
2019-02-17T16:05:26.272Z,50,25,0,278345862,1598150,91321460,257103,185162336,6813
2019-02-17T16:10:26.738Z,50,25,0,306888493,1599406,125000936,269833,180011505,6813
2019-02-17T16:15:26.418Z,50,25,0,274202089,1490402,91856674,257104,180591096,6813
2019-02-17T16:20:26.212Z,50,25,0,300942492,1498084,92169880,257103,207010612,6813
2019-02-17T16:25:26.366Z,50,25,0,309931092,1726511,106229708,268962,201699098,6813
2019-02-17T16:30:26.219Z,50,25,0,296956307,1522982,96762272,257100,198407140,6813
2019-02-17T16:35:26.232Z,50,25,0,289744024,1535615,92904066,257099,195040431,6813
2019-02-17T16:40:26.220Z,50,25,0,304531427,1501504,109064767,250737,193707606,6813
2019-02-17T16:45:26.615Z,50,25,0,299228154,1505853,93487347,269166,203958975,6813
2019-02-17T16:50:26.612Z,50,25,0,345595340,1597840,159466345,257098,184267244,6813
2019-02-17T16:55:26.360Z,50,25,0,301537779,1547086,93981578,257096,205745206,6813
2019-02-17T17:00:26.585Z,50,25,0,294289717,1690410,94216019,257094,198119381,6813
2019-02-17T17:05:26.582Z,50,25,0,298203797,1561223,94544840,257100,201833821,6813
2019-02-17T17:10:26.500Z,50,25,0,308095067,1479790,94848545,257102,211502817,6813
2019-02-17T17:15:26.681Z,50,25,0,341835038,1532638,146017970,257100,194020517,6813
2019-02-17T17:20:26.468Z,50,25,0,304854911,1483136,95321374,257103,207786485,6813
2019-02-17T17:25:26.269Z,50,25,0,301695823,1522071,95630149,263471,204273319,6813
2019-02-17T17:30:26.242Z,50,25,0,302825377,1527790,95875113,257103,205158558,6813
2019-02-17T17:35:26.290Z,50,25,0,314227609,1518865,96174937,263633,216263361,6813
2019-02-17T17:40:26.237Z,50,25,0,313962887,1526463,96474441,257099,215698071,6813
2019-02-17T17:45:26.343Z,50,25,0,296364820,1553016,96750781,257098,197797112,6813
2019-02-17T17:50:26.791Z,50,25,0,388760154,1657123,185941572,257100,200897546,6813
2019-02-17T17:55:26.457Z,50,25,0,311814033,1536390,97203602,250870,212816358,6813
2019-02-17T18:00:26.370Z,50,25,0,291044990,1481716,97588105,257098,191711258,6813
2019-02-17T18:05:26.486Z,50,25,0,307969816,1523743,98043726,257102,208138432,6813
2019-02-17T18:10:26.394Z,50,25,0,317499015,1551412,98406250,257101,217277439,6813
2019-02-17T18:15:26.403Z,50,25,0,299636371,1525562,98746214,257093,199100689,6813
2019-02-17T18:20:26.565Z,50,25,0,323454261,1491833,99434971,257098,222263546,6813
2019-02-17T18:25:26.427Z,50,25,0,299402102,1569470,99359888,257103,198208828,6813
2019-02-17T18:30:26.269Z,50,25,0,296041573,1500442,99633440,257101,194643777,6813
2019-02-17T18:35:26.296Z,50,25,0,296920474,1569348,99957133,257104,195130076,6813
2019-02-17T18:40:26.276Z,50,25,0,297914529,1504450,100407670,269833,195725763,6813
2019-02-17T18:45:26.380Z,50,25,0,298564186,1501378,100565667,263461,196226867,6813
2019-02-17T18:50:26.276Z,50,25,0,299770061,1543013,100807379,268591,197144265,6813
2019-02-17T18:55:26.276Z,50,25,0,300269344,1517046,101115033,257101,197373351,6813
2019-02-17T19:00:26.272Z,50,25,0,303362067,1857871,102967209,257100,198273074,6813
2019-02-17T19:05:26.277Z,50,25,0,303661938,1519896,103470603,257098,198407528,6813
2019-02-17T19:10:26.299Z,50,25,0,303971303,1569003,101966224,257101,200172162,6813
2019-02-17T19:15:26.278Z,50,25,0,304729129,1484545,102344119,257088,200636564,6813
2019-02-17T19:20:26.346Z,50,25,0,306866584,1545207,102536817,262610,202515137,6813
2019-02-17T19:25:26.470Z,50,25,0,310748743,1481897,102893326,264574,206102133,6813
2019-02-17T19:30:26.361Z,50,25,0,306180932,1559504,103155988,257101,201201526,6813
2019-02-17T19:35:26.373Z,50,25,0,310157952,1520238,103526328,257104,204847469,6813
2019-02-17T19:40:26.365Z,50,25,0,311073660,1436276,103756345,257098,205617128,6813
2019-02-17T19:45:26.374Z,50,25,0,308786941,1588815,104116868,257100,202817345,6813
2019-02-17T19:50:26.407Z,50,25,0,316615907,1489297,105763777,263605,209092415,6813
2019-02-17T19:55:26.396Z,50,25,0,314464371,1634814,104602722,257098,207962924,6813
2019-02-17T20:00:26.399Z,50,25,0,313314917,1546111,104973668,257102,206531223,6813
2019-02-17T20:05:26.409Z,50,25,0,312064057,1516511,105268189,257101,205015443,6813
2019-02-17T20:10:26.502Z,50,25,0,317700894,1616883,105513755,262609,210300834,6813
2019-02-17T20:15:26.431Z,50,25,0,318182970,1508132,109099195,257099,207311731,6813
2019-02-17T20:20:26.473Z,50,25,0,321984821,1547586,106099513,262611,214068298,6813
2019-02-17T20:25:26.530Z,50,25,0,319843673,1575524,106294727,268130,211698479,6813
2019-02-17T20:30:26.491Z,50,25,0,320893760,1465268,106668298,262611,212490770,6813
2019-02-17T20:35:26.407Z,50,25,0,319742907,1472173,106950660,257099,211056162,6813
2019-02-17T20:40:26.326Z,50,25,0,320634574,1550368,107177093,264589,211635711,6813
2019-02-17T20:45:26.318Z,50,25,0,321698011,1698924,107468462,257103,212266709,6813
2019-02-17T20:50:26.338Z,50,25,0,331634131,1586028,114018233,257098,215765959,6813
2019-02-17T20:55:26.331Z,50,25,0,326639625,1551824,110323628,266059,214491301,6813
2019-02-17T21:00:26.335Z,50,25,0,325482846,1587189,108776648,257100,214855096,6813
2019-02-17T21:05:26.442Z,50,25,0,325549291,1488300,108958947,257104,214838127,6813
2019-02-17T21:10:26.575Z,50,25,0,332626639,1505849,109305687,257195,221551095,6813
2019-02-17T21:15:26.475Z,50,25,0,323841976,1483558,109624566,257096,212469943,6813
2019-02-17T21:20:26.538Z,50,25,0,333074285,1482365,110711562,257096,220616449,6813
2019-02-17T21:25:26.452Z,50,25,0,333535512,1571449,110253740,257099,221446411,6813
2019-02-17T21:30:26.482Z,50,25,0,334271833,1491338,110494805,257105,222021772,6813
2019-02-17T21:35:26.580Z,50,25,0,327199106,1468530,110853873,257100,214612790,6813
2019-02-17T21:40:26.548Z,50,25,0,328034734,1532689,111049771,257103,215188358,6813
2019-02-17T21:45:26.602Z,50,25,0,329558229,1506614,112116529,257101,215671172,6813
2019-02-17T21:50:26.654Z,50,25,0,329713375,1523770,111663292,257097,216262403,6813
2019-02-17T21:55:26.666Z,50,25,0,330562720,1507380,111974866,257104,216816557,6813
2019-02-17T22:00:26.701Z,50,25,0,331361045,1509831,112261130,257097,217326174,6813
2019-02-17T22:05:26.790Z,50,25,0,333717853,1472255,112563588,257103,219418094,6813
2019-02-17T22:10:26.845Z,50,25,0,339013428,1525782,115918762,268586,221293485,6813
2019-02-17T22:15:26.769Z,50,25,0,335607931,1552643,113118671,263084,220666720,6813
2019-02-17T22:20:26.643Z,50,25,0,334246007,1501478,113292856,257102,219187758,6813
2019-02-17T22:25:26.639Z,50,25,0,325403196,772130,109959865,129926,214534462,6813
2019-02-17T22:30:26.647Z,50,25,0,328728761,951827,113105733,129926,214534462,6813
2019-02-17T22:35:26.657Z,50,25,0,327484036,782107,112030728,129926,214534462,6813
2019-02-17T22:40:26.632Z,50,25,0,325398956,782363,109945392,129926,214534462,6813
2019-02-17T22:45:26.629Z,50,25,0,325398956,782363,109945392,129926,214534462,6813
2019-02-17T22:50:26.757Z,50,25,0,325398956,782363,109945392,129926,214534462,6813
2019-02-17T22:55:26.677Z,50,25,0,325398956,782363,109945392,129926,214534462,6813
2019-02-17T23:00:26.637Z,50,25,0,326663949,936718,111056030,129926,214534462,6813
2019-02-17T23:05:26.649Z,50,25,0,328975310,977702,113326407,129926,214534462,6813
2019-02-17T23:10:26.680Z,50,25,0,329918461,1019736,114227524,129926,214534462,6813
2019-02-17T23:15:26.682Z,50,25,0,329056821,1132954,113252666,129926,214534462,6813
2019-02-17T23:20:26.646Z,50,25,0,329204175,1161991,113370983,129926,214534462,6813
2019-02-17T23:25:26.722Z,50,25,0,328425917,1410732,112343984,129926,214534462,6813
2019-02-17T23:30:26.617Z,50,25,0,330270674,1129757,114469716,129926,214534462,6813
2019-02-17T23:35:26.644Z,50,25,0,329848281,787812,114389268,129926,214534462,6813
2019-02-17T23:40:26.608Z,50,25,0,328879916,852033,113356682,129926,214534462,6813
2019-02-17T23:45:26.617Z,50,25,0,327922188,991589,112259398,129926,214534462,6813
2019-02-17T23:50:26.641Z,50,25,0,330217607,1054079,114492327,129926,214534462,6813
2019-02-17T23:55:26.644Z,50,25,0,327774542,901199,112202142,129926,214534462,6813
